venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente,year_month,semana,dia_semana,es_fin_semana,precio_log,margen_log,tiene_descuento,tiene_accesorios,cierre_rapido,es_premium_luxury,revenue_total_log,segmento_num,ganancia_por_dia,pct_accesorios
VTA-03500,2022-01-05,2022,1,Q1,Ford Ranger,Ford,Pickup,Premium,24000000,24500000,5,1225000,23275000,290418,23565418,17200000,6075000,26.1,6191167,Diego Romero,Centro,Junior,512050,Plan de ahorro,Llamada entrante,False,0,2,12,True,5,2022-01,1,Wednesday,False,16.96289042409196,15.619692711799926,True,1,0,1,16.975290898788728,3,515931.0,1.23
VTA-02146,2022-01-06,2022,1,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10400000,4,416000,9984000,0,9984000,7900000,2084000,20.9,2084000,Sofía Herrera,Sur,Senior,344448,Cuotas 12x,Referido,False,0,0,4,False,4,2022-01,1,Thursday,False,16.116494469751597,14.549800161701729,True,0,1,0,16.116494469751597,2,521000.0,0.0
VTA-02347,2022-01-06,2022,1,Q1,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4100000,0,0,4100000,179897,4279897,3100000,1000000,24.4,1071958,Lucía Fernández,Norte,Semi-Senior,107625,Contado,Web,False,0,1,5,True,5,2022-01,1,Thursday,False,15.226497775576945,13.815511557963774,False,1,1,0,15.269439735498297,1,214392.0,4.2
VTA-03847,2022-01-06,2022,1,Q1,Ford Ranger,Ford,Pickup,Premium,24000000,23950000,2,479000,23471000,259871,23730871,17200000,6271000,26.7,6374948,Lucía Fernández,Norte,Semi-Senior,616114,Contado,Showroom,True,8550000,1,7,True,5,2022-01,1,Thursday,False,16.97127621710945,15.651446548989345,True,1,1,1,16.982287374470893,3,910707.0,1.1
VTA-03651,2022-01-06,2022,1,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11250000,5,562500,10687500,0,10687500,8200000,2487500,23.3,2487500,Diego Romero,Centro,Junior,235125,Contado,Instagram,False,0,0,5,True,3,2022-01,1,Thursday,False,16.1845854857944,14.726789150024855,True,0,1,0,16.1845854857944,2,497500.0,0.0
VTA-02363,2022-01-06,2022,1,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11100000,1,111000,10989000,0,10989000,7900000,3089000,28.1,3089000,Valentina Cruz,Este,Senior,391758,Cuotas 12x,Instagram,True,2850000,0,1,True,3,2022-01,1,Thursday,False,16.212405421429146,14.943358295630029,True,0,1,0,16.212405421429146,2,3089000.0,0.0
VTA-03716,2022-01-07,2022,1,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,2,69000,3381000,0,3381000,2600000,781000,23.1,781000,Sofía Herrera,Sur,Senior,116644,Contado,Showroom,False,0,0,8,True,4,2022-01,1,Friday,False,15.033682377460462,13.568331709230735,True,0,0,0,15.033682377460462,1,97625.0,0.0
VTA-00771,2022-01-07,2022,1,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9900000,0,0,9900000,0,9900000,7100000,2800000,28.3,2800000,Sofía Herrera,Sur,Senior,341550,Cuotas 12x,Web,False,0,0,1,True,4,2022-01,1,Friday,False,16.108045416114916,14.845130332288226,False,0,1,0,16.108045416114916,2,2800000.0,0.0
VTA-00183,2022-01-08,2022,1,Q1,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,3950000,3,118500,3831500,0,3831500,3100000,731500,19.1,731500,Sofía Herrera,Sur,Senior,132187,Contado,Showroom,True,750000,0,7,False,5,2022-01,1,Saturday,True,15.15876719038695,13.50285386649538,True,0,1,0,15.15876719038695,1,104500.0,0.0
VTA-03898,2022-01-08,2022,1,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7900000,0,0,7900000,258226,8158226,5900000,2000000,25.3,2103290,Sofía Herrera,Sur,Senior,272550,Cuotas 12x,Showroom,False,0,1,2,False,3,2022-01,1,Saturday,True,15.882373444019521,14.508658238524095,False,1,1,0,15.914537423919933,2,1051645.0,3.17
VTA-03791,2022-01-08,2022,1,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21500000,3,645000,20855000,484207,21339207,15800000,5055000,24.2,5248682,Joaquín Torres,Sur,Semi-Senior,569342,Cuotas 24x,Showroom,True,3500000,2,3,True,3,2022-01,1,Saturday,True,16.853104333563312,15.435888608260626,True,1,1,1,16.8760566897471,3,1749561.0,2.27
VTA-03445,2022-01-08,2022,1,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7900000,1,79000,7821000,0,7821000,5600000,2221000,28.4,2221000,Martín López,Oeste,Junior,156420,Cuotas 36x,Referido,False,0,0,9,True,4,2022-01,1,Saturday,True,15.872323109444627,14.613468553124099,True,0,0,0,15.872323109444627,2,246778.0,0.0
VTA-01780,2022-01-08,2022,1,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5500000,2,110000,5390000,0,5390000,4200000,1190000,22.1,1190000,Martín López,Oeste,Junior,107800,Cuotas 36x,Showroom,False,0,0,1,False,5,2022-01,1,Saturday,True,15.50005612841392,13.989464705423494,True,0,1,0,15.50005612841392,1,1190000.0,0.0
VTA-03236,2022-01-08,2022,1,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,42000000,0,0,42000000,146060,42146060,29500000,12500000,29.8,12558424,Diego Romero,Centro,Junior,924000,Contado,Referido,False,0,1,6,False,5,2022-01,1,Saturday,True,17.553180200057167,16.341239282272525,False,1,1,1,17.556651786087937,4,2093071.0,0.35
VTA-03453,2022-01-08,2022,1,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,10100000,2,202000,9898000,0,9898000,7100000,2798000,28.3,2798000,Sofía Herrera,Sur,Senior,341481,Leasing,Web,False,0,0,4,False,4,2022-01,1,Saturday,True,16.107843375524475,14.844415791605641,True,0,1,0,16.107843375524475,2,699500.0,0.0
VTA-03993,2022-01-09,2022,1,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9800000,3,294000,9506000,0,9506000,6900000,2606000,27.4,2606000,Diego Romero,Centro,Junior,209132,Cuotas 36x,Referido,False,0,0,19,True,5,2022-01,1,Sunday,True,16.067433841352806,14.773327420396708,True,0,0,0,16.067433841352806,2,137158.0,0.0
VTA-00917,2022-01-09,2022,1,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8050000,5,402500,7647500,86367,7733867,5900000,1747500,22.9,1782046,Diego Romero,Centro,Junior,168245,Cuotas 36x,Llamada entrante,False,0,1,11,True,4,2022-01,1,Sunday,True,15.849889485768873,14.373697325336005,True,1,0,0,15.861119683509546,2,162004.0,1.12
VTA-00484,2022-01-09,2022,1,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21200000,4,848000,20352000,281933,20633933,15800000,4552000,22.4,4664773,Diego Romero,Centro,Junior,447744,Contado,Web,True,5300000,1,41,True,5,2022-01,1,Sunday,True,16.828689794257205,15.331077474471936,True,1,0,1,16.842447560033097,3,113775.0,1.37
VTA-02696,2022-01-10,2022,1,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,20750000,2,415000,20335000,147660,20482660,15800000,4535000,22.3,4594064,Paula Gómez,Centro,Senior,678172,Contado,Web,True,7400000,2,2,True,4,2022-01,2,Monday,False,16.827854146499757,15.327335862038517,True,1,1,1,16.835089281335822,3,2297032.0,0.72
VTA-00147,2022-01-10,2022,1,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,26950000,1,269500,26680500,0,26680500,19800000,6880500,25.8,6880500,Paula Gómez,Centro,Senior,889795,Cuotas 36x,Showroom,False,0,0,8,True,5,2022-01,2,Monday,False,17.099443556946333,15.744202027025738,True,0,0,1,17.099443556946333,3,860062.0,0.0
VTA-03708,2022-01-10,2022,1,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,28600000,2,572000,28028000,0,28028000,19800000,8228000,29.4,8228000,Carlos Méndez,Norte,Senior,902502,Contado,Web,True,5400000,0,11,True,4,2022-01,2,Monday,False,17.148714604151166,15.923053651291195,True,0,0,1,17.148714604151166,3,748000.0,0.0
VTA-01407,2022-01-10,2022,1,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,41950000,4,1678000,40272000,275111,40547111,29500000,10772000,26.7,10882044,Carlos Méndez,Norte,Senior,1296758,Contado,WhatsApp,False,0,1,2,True,5,2022-01,2,Monday,False,17.51116702118838,16.192460825746895,True,1,1,1,17.517975115274215,4,5441022.0,0.68
VTA-02154,2022-01-10,2022,1,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12650000,1,126500,12523500,0,12523500,9000000,3523500,28.1,3523500,Valentina Cruz,Este,Senior,446463,Cuotas 24x,Web,False,0,0,27,True,4,2022-01,2,Monday,False,16.343117517134182,15.074965655557888,True,0,0,0,16.343117517134182,2,130500.0,0.0
VTA-02138,2022-01-10,2022,1,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,28800000,3,864000,27936000,288650,28224650,19800000,8136000,29.1,8251460,Diego Romero,Centro,Junior,614592,Cuotas 36x,Referido,True,6550000,1,30,True,3,2022-01,2,Monday,False,17.145426773417572,15.911809339621046,True,1,0,1,17.15570630299884,3,275049.0,1.02
VTA-00749,2022-01-10,2022,1,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,3850000,0,0,3850000,0,3850000,2950000,900000,23.4,900000,Martín López,Oeste,Junior,77000,Leasing,Instagram,False,0,0,4,True,4,2022-01,2,Monday,False,15.163583966004193,13.710151153416941,False,0,1,0,15.163583966004193,1,225000.0,0.0
VTA-01781,2022-01-11,2022,1,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,24800000,3,744000,24056000,0,24056000,17800000,6256000,26.0,6256000,Sofía Herrera,Sur,Senior,829932,Contado,Referido,False,0,0,5,False,5,2022-01,2,Tuesday,False,16.995895045220173,15.64905172105382,True,0,1,1,16.995895045220173,4,1251200.0,0.0
VTA-02034,2022-01-11,2022,1,Q1,Ford Ranger,Ford,Pickup,Premium,24000000,24600000,0,0,24600000,0,24600000,17200000,7400000,30.1,7400000,Paula Gómez,Centro,Senior,820410,Cuotas 36x,WhatsApp,False,0,0,1,True,5,2022-01,2,Tuesday,False,17.018257041552996,15.816990693309524,False,0,1,1,17.018257041552996,3,7400000.0,0.0
VTA-03073,2022-01-12,2022,1,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,3850000,3,115500,3734500,731265,4465765,2950000,784500,21.0,1077006,Joaquín Torres,Sur,Semi-Senior,101952,Contado,WhatsApp,True,1550000,3,4,True,4,2022-01,2,Wednesday,False,15.133124766552687,13.57280312585167,True,1,1,0,15.311951314129546,1,269252.0,16.37
VTA-01185,2022-01-12,2022,1,Q1,Ford Territory,Ford,SUV,Premium,18000000,17600000,2,352000,17248000,0,17248000,12900000,4348000,25.2,4348000,Valentina Cruz,Este,Senior,614891,Cuotas 12x,Llamada entrante,False,0,0,30,True,4,2022-01,2,Wednesday,False,16.663206810668594,15.28522675721401,True,0,0,1,16.663206810668594,3,144933.0,0.0
VTA-02453,2022-01-12,2022,1,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22450000,0,0,22450000,144114,22594114,15800000,6650000,29.6,6707645,Diego Romero,Centro,Junior,493900,Cuotas 12x,Showroom,False,0,1,9,True,5,2022-01,2,Wednesday,False,16.926801216695967,15.710127563007966,False,1,0,1,16.93320003210292,3,745294.0,0.64
VTA-02078,2022-01-12,2022,1,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14150000,3,424500,13725500,0,13725500,10200000,3525500,25.7,3525500,Carlos Méndez,Norte,Senior,441961,Cuotas 24x,Showroom,False,0,0,11,False,1,2022-01,2,Wednesday,False,16.4347660474259,15.075533111788902,True,0,0,0,16.4347660474259,2,320500.0,0.0
VTA-01378,2022-01-12,2022,1,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8500000,0,0,8500000,0,8500000,6100000,2400000,28.2,2400000,Lucía Fernández,Norte,Semi-Senior,223125,Contado,Referido,False,0,0,3,True,4,2022-01,2,Wednesday,False,15.955576839107596,14.690979711984754,False,0,1,0,15.955576839107596,2,800000.0,0.0
VTA-02001,2022-01-13,2022,1,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,4,140000,3360000,0,3360000,2600000,760000,22.6,760000,Joaquín Torres,Sur,Semi-Senior,91728,Contado,Instagram,False,0,0,5,False,5,2022-01,2,Thursday,False,15.027451829558391,13.541075028051122,True,0,1,0,15.027451829558391,1,152000.0,0.0
VTA-03977,2022-01-14,2022,1,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3550000,0,0,3550000,72229,3622229,2600000,950000,26.8,978891,Carlos Méndez,Norte,Senior,114310,Cuotas 36x,Web,False,0,1,3,True,5,2022-01,2,Friday,False,15.0824584431417,13.76421831620775,False,1,1,0,15.102600416237674,1,326297.0,1.99
VTA-01427,2022-01-14,2022,1,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12650000,1,126500,12523500,0,12523500,9400000,3123500,24.9,3123500,Martín López,Oeste,Junior,250470,Leasing,WhatsApp,False,0,0,2,False,4,2022-01,2,Friday,False,16.343117517134182,14.954465046069384,True,0,1,0,16.343117517134182,2,1561750.0,0.0
VTA-02114,2022-01-14,2022,1,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52550000,1,525500,52024500,0,52024500,36400000,15624500,30.0,15624500,Sofía Herrera,Sur,Senior,1794845,Contado,WhatsApp,True,13000000,0,8,True,4,2022-01,2,Friday,False,17.767225338655447,16.564350817076775,True,0,0,1,17.767225338655447,4,1953062.0,0.0
VTA-01058,2022-01-14,2022,1,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,2,70000,3430000,0,3430000,2600000,830000,24.2,830000,Paula Gómez,Centro,Senior,114390,Cuotas 24x,Instagram,True,750000,0,2,True,4,2022-01,2,Friday,False,15.04807111068727,13.629182184591333,True,0,1,0,15.04807111068727,1,415000.0,0.0
VTA-02402,2022-01-15,2022,1,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,23900000,3,717000,23183000,0,23183000,16500000,6683000,28.8,6683000,Sofía Herrera,Sur,Senior,799813,Cuotas 24x,Instagram,False,0,0,13,True,4,2022-01,2,Saturday,True,16.958929852552085,15.715077696126594,True,0,0,1,16.958929852552085,3,514077.0,0.0
VTA-00172,2022-01-15,2022,1,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,45100000,4,1804000,43296000,0,43296000,33600000,9696000,22.4,9696000,Valentina Cruz,Este,Senior,1543502,Contado,Showroom,False,0,0,39,True,5,2022-01,2,Saturday,True,17.583570833049475,16.087224090426542,True,0,0,1,17.583570833049475,4,248615.0,0.0
VTA-02121,2022-01-16,2022,1,Q1,Honda Civic,Honda,Sedán,Premium,16000000,15650000,2,313000,15337000,0,15337000,11400000,3937000,25.7,3937000,Diego Romero,Centro,Junior,337414,Cuotas 36x,Web,True,5900000,0,17,False,4,2022-01,2,Sunday,True,16.545778832834714,15.185929823926351,True,0,0,1,16.545778832834714,3,231588.0,0.0
VTA-00404,2022-01-16,2022,1,Q1,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4200000,0,0,4200000,294868,4494868,3100000,1100000,26.2,1217947,Carlos Méndez,Norte,Senior,135240,Cuotas 24x,Web,True,1700000,1,4,True,4,2022-01,2,Sunday,True,15.250595321348806,13.910821646859095,False,1,1,0,15.318447081970408,1,304487.0,6.56
VTA-02625,2022-01-17,2022,1,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,13850000,1,138500,13711500,194528,13906028,10200000,3511500,25.6,3589311,Joaquín Torres,Sur,Semi-Senior,374324,Leasing,WhatsApp,True,2050000,1,24,False,4,2022-01,3,Monday,False,16.433745527675597,15.071554139359757,True,1,0,0,16.447833045069675,2,149555.0,1.4
VTA-01010,2022-01-17,2022,1,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12250000,4,490000,11760000,0,11760000,9400000,2360000,20.1,2360000,Valentina Cruz,Este,Senior,419244,Contado,WhatsApp,True,2000000,0,14,False,5,2022-01,3,Monday,False,16.280214585468766,14.674172600730516,True,0,0,0,16.280214585468766,2,168571.0,0.0
VTA-01310,2022-01-17,2022,1,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7900000,5,395000,7505000,0,7505000,5900000,1605000,21.4,1605000,Sofía Herrera,Sur,Senior,258922,Leasing,WhatsApp,True,2050000,0,7,True,4,2022-01,3,Monday,False,15.831080156294194,14.288634937599019,True,0,1,0,15.831080156294194,2,229286.0,0.0
VTA-03093,2022-01-17,2022,1,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9900000,2,198000,9702000,0,9702000,7100000,2602000,26.8,2602000,Carlos Méndez,Norte,Senior,312404,Contado,Showroom,False,0,0,22,False,2,2022-01,3,Monday,False,16.087842710858826,14.771791322374268,True,0,0,0,16.087842710858826,2,118273.0,0.0
VTA-02897,2022-01-18,2022,1,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11850000,0,0,11850000,0,11850000,8200000,3650000,30.8,3650000,Martín López,Oeste,Junior,237000,Cuotas 24x,Showroom,True,2700000,0,3,True,5,2022-01,3,Tuesday,False,16.287838509933596,15.11023799953124,False,0,1,0,16.287838509933596,2,1216667.0,0.0
VTA-00389,2022-01-19,2022,1,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,17450000,0,0,17450000,622491,18072491,12500000,4950000,28.4,5198996,Joaquín Torres,Sur,Semi-Senior,476385,Contado,Llamada entrante,False,0,3,12,True,4,2022-01,3,Wednesday,False,16.6748502639193,15.414898336565054,False,1,0,1,16.70990156119499,3,433250.0,3.44
VTA-01522,2022-01-20,2022,1,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22050000,0,0,22050000,0,22050000,15800000,6250000,28.3,6250000,Paula Gómez,Centro,Senior,735368,Cuotas 12x,Instagram,True,9500000,0,8,False,4,2022-01,3,Thursday,False,16.908823205208602,15.648092181712572,False,0,0,1,16.908823205208602,3,781250.0,0.0
VTA-00529,2022-01-20,2022,1,Q1,Honda HR-V,Honda,SUV,Premium,15500000,15650000,1,156500,15493500,234530,15728030,11000000,4493500,29.0,4587312,Carlos Méndez,Norte,Senior,498891,Cuotas 36x,Showroom,False,0,1,14,False,4,2022-01,3,Thursday,False,16.555931203640128,15.318142688624215,True,1,0,1,16.570955092374263,3,327665.0,1.49
VTA-01252,2022-01-20,2022,1,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10450000,5,522500,9927500,0,9927500,7900000,2027500,20.4,2027500,Martín López,Oeste,Junior,198550,Cuotas 12x,Web,True,4450000,0,2,False,5,2022-01,3,Thursday,False,16.110819342717832,14.522314558189832,True,0,1,0,16.110819342717832,2,1013750.0,0.0
VTA-02710,2022-01-20,2022,1,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,13850000,0,0,13850000,294732,14144732,10200000,3650000,26.4,3767892,Valentina Cruz,Este,Senior,493752,Contado,Referido,True,5300000,1,24,True,5,2022-01,3,Thursday,False,16.443795862799785,15.11023799953124,False,1,0,0,16.464852886611762,2,156996.0,2.08
VTA-03885,2022-01-20,2022,1,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,23850000,0,0,23850000,0,23850000,16500000,7350000,30.8,7350000,Paula Gómez,Centro,Senior,795397,Cuotas 24x,Referido,False,0,0,14,True,3,2022-01,3,Thursday,False,16.987294817227344,15.810211007243431,False,0,0,1,16.987294817227344,3,525000.0,0.0
VTA-00209,2022-01-20,2022,1,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11550000,3,346500,11203500,0,11203500,8200000,3003500,26.8,3003500,Sofía Herrera,Sur,Senior,386521,Cuotas 24x,Web,False,0,0,6,False,3,2022-01,3,Thursday,False,16.231736876705185,14.915289166217196,True,0,1,0,16.231736876705185,2,500583.0,0.0
VTA-00469,2022-01-21,2022,1,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9350000,2,187000,9163000,0,9163000,7100000,2063000,22.5,2063000,Sofía Herrera,Sur,Senior,316124,Contado,Referido,False,0,0,4,True,4,2022-01,3,Friday,False,16.03068430308191,14.539672276784247,True,0,1,0,16.03068430308191,2,515750.0,0.0
VTA-01968,2022-01-21,2022,1,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8000000,5,400000,7600000,298818,7898818,5900000,1700000,22.4,1819527,Carlos Méndez,Norte,Senior,244720,Cuotas 12x,Referido,True,1450000,2,1,True,4,2022-01,3,Friday,False,15.843658936835498,14.346139397261565,True,1,1,0,15.882223812591072,2,1819527.0,3.78
VTA-02231,2022-01-22,2022,1,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11700000,1,117000,11583000,0,11583000,8200000,3383000,29.2,3383000,Lucía Fernández,Norte,Semi-Senior,304054,Cuotas 24x,Web,False,0,0,5,False,4,2022-01,3,Saturday,True,16.2650491502479,15.034273743358426,True,0,1,0,16.2650491502479,2,676600.0,0.0
VTA-00077,2022-01-22,2022,1,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9000000,0,0,9000000,144081,9144081,6900000,2100000,23.3,2157632,Diego Romero,Centro,Junior,198000,Contado,Web,True,1550000,1,3,True,5,2022-01,3,Saturday,True,16.012735246411598,14.557448378884015,False,1,1,0,16.028617452045623,2,719211.0,1.58
VTA-03579,2022-01-22,2022,1,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21800000,3,654000,21146000,277395,21423395,16500000,4646000,22.0,4756958,Valentina Cruz,Este,Senior,753855,Contado,Referido,True,7050000,3,1,True,4,2022-01,3,Saturday,True,16.866961367564876,15.351517407551384,True,1,1,1,16.879994153834563,3,4756958.0,1.29
VTA-03738,2022-01-23,2022,1,Q1,Ford Ranger,Ford,Pickup,Premium,24000000,22800000,2,456000,22344000,0,22344000,17200000,5144000,23.0,5144000,Paula Gómez,Centro,Senior,745172,Cuotas 36x,Llamada entrante,False,0,0,4,False,5,2022-01,3,Sunday,True,16.922068431361893,15.453341739300818,True,0,1,1,16.922068431361893,3,1286000.0,0.0
VTA-00649,2022-01-23,2022,1,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,0,0,3500000,0,3500000,2600000,900000,25.7,900000,Paula Gómez,Centro,Senior,116725,Contado,Instagram,False,0,0,6,True,4,2022-01,3,Sunday,True,15.068273812173887,13.710151153416941,False,0,1,0,15.068273812173887,1,150000.0,0.0
VTA-03208,2022-01-23,2022,1,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3600000,0,0,3600000,585070,4185070,2600000,1000000,27.8,1234028,Joaquín Torres,Sur,Semi-Senior,98280,Plan de ahorro,Web,False,0,2,2,True,4,2022-01,3,Sunday,True,15.096444681204078,13.815511557963774,False,1,1,0,15.247034227114252,1,617014.0,13.98
